Id,Label,0,1,modularity_class,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality
depotbibliotek,depotbibliotek,STRATEGIMORGENMØDE,,7,4,0.34262,0.364123,1202.194839
uden,uden,STRATEGIMORGENMØDE,,10,4,0.376477,0.399786,86.894721
ophavsretligt,ophavsretligt,STRATEGI2024,,16,4,0.367593,0.389444,37.353967
materiale,materiale,STRATEGIMORGENMØDE,,8,3,0.481787,0.53067,15620.348506
digital,digital,STRATEGIMORGENMØDE,,16,4,0.437578,0.479078,4656.804069
både,både,STRATEGIMORGENMØDE,,9,4,0.39943,0.427722,575.926768
adgang,adgang,STRATEGIMORGENMØDE,,16,4,0.428484,0.459225,1021.910326
aviser,aviser,STRATEGI2024,,16,4,0.349975,0.367095,0
billede,billede,STRATEGIMORGENMØDE,,16,4,0.354757,0.374941,592.407306
udstillinger,udstillinger,STRATEGI2024,,7,4,0.303201,0.318592,0
koncerter,koncerter,STRATEGI2024,,7,4,0.303201,0.318592,0
form,form,STRATEGIMORGENMØDE,,12,4,0.361154,0.385758,1147.747606
foredrag,foredrag,STRATEGI2024,,7,4,0.303201,0.318592,0
mål,mål,STRATEGIMORGENMØDE,,1,4,0.41976,0.454113,1643.726349
underliggende,underliggende,STRATEGI2024,,1,4,0.357836,0.376129,0
tre,tre,STRATEGIMORGENMØDE,,9,4,0.409702,0.445911,2200.735149
strategisk,strategisk,STRATEGIMORGENMØDE,,1,3,0.453722,0.495007,5853.545996
retning,retning,STRATEGI2024,,1,4,0.357836,0.376129,0
kulturinstitution,kulturinstitution,STRATEGI2024,,6,4,0.357288,0.373157,0
fortsætte,fortsætte,STRATEGI2024,,6,4,0.376679,0.398478,122.631806
efterspurgt,efterspurgt,STRATEGI2024,,6,4,0.357288,0.373157,0
leverandør,leverandør,STRATEGIMORGENMØDE,,1,4,0.377287,0.401094,122.374015
lokal,lokal,STRATEGIMORGENMØDE,,6,4,0.425106,0.464456,3343.120228
bibliotekspartner,bibliotekspartner,STRATEGIMORGENMØDE,,10,4,0.368172,0.38873,99.360455
fællesskab,fællesskab,STRATEGI2024,,14,4,0.368753,0.39194,154.292118
bøger,bøger,STRATEGI2024,,7,4,0.358018,0.37601,0
computerspil,computerspil,STRATEGI2024,,7,4,0.358018,0.37601,0
vidt,vidt,STRATEGI2024,,2,4,0.32529,0.341774,0
nemt,nemt,STRATEGIMORGENMØDE,,2,4,0.358384,0.37922,74.5513
muligt,muligt,STRATEGIMORGENMØDE,,2,4,0.353327,0.376129,202.70529
hurtigere,hurtigere,STRATEGIMORGENMØDE,,2,4,0.39493,0.423443,548.011471
forventning,forventning,STRATEGIMORGENMØDE,,2,4,0.362274,0.388017,749.87294
materialeforvaltning,materialeforvaltning,STRATEGIMORGENMØDE,,15,4,0.360411,0.382192,53.543266
konstant,konstant,STRATEGI2024,,15,4,0.350675,0.369472,0
forbedre,forbedre,STRATEGIMORGENMØDE,,15,4,0.414793,0.446386,1021.961462
fokus,fokus,STRATEGIMORGENMØDE,,15,4,0.377491,0.403947,602.272817
derfor,derfor,STRATEGIMORGENMØDE,,15,4,0.396718,0.424394,431.914161
væsentlig,væsentlig,STRATEGI2024,,16,4,0.378305,0.401331,71.939532
arbejde,arbejde,STRATEGIMORGENMØDE,,4,3,0.471736,0.515216,11874.369376
bagvedliggende,bagvedliggende,STRATEGIMORGENMØDE,,4,4,0.370312,0.393367,114.183377
forsat,forsat,STRATEGI2024,,16,4,0.356199,0.374822,0
fortsat,fortsat,STRATEGIMORGENMØDE,,16,3,0.434056,0.471232,4025.208286
værdi,værdi,STRATEGIMORGENMØDE,,15,4,0.406849,0.436519,600.270419
omsat,omsat,STRATEGI2024,,15,4,0.361713,0.38029,0
let,let,STRATEGIMORGENMØDE,,2,4,0.372081,0.394199,90.459363
vakt,vakt,STRATEGI2024,,8,4,0.33207,0.350214,0
undervejs,undervejs,STRATEGI2024,,8,4,0.33207,0.350214,0
nysgerrighed,nysgerrighed,STRATEGI2024,,8,4,0.33207,0.350214,0
leder,leder,STRATEGI2024,,8,4,0.33207,0.350214,0
kræver,kræver,STRATEGI2024,,8,4,0.33207,0.350214,0
får,får,STRATEGIMORGENMØDE,,8,4,0.368366,0.3898,352.848391
øge,øge,STRATEGIMORGENMØDE,,0,3,0.431119,0.467665,4514.229302
styrke,styrke,STRATEGI2024,,0,3,0.445362,0.480029,3632.056754
løbende,løbende,STRATEGIMORGENMØDE,,3,4,0.382433,0.409296,935.255002
indgang,indgang,STRATEGI2024,,8,4,0.369336,0.391465,252.242858
ensarte,ensarte,STRATEGI2024,,0,4,0.349104,0.367214,0
tilsvarende,tilsvarende,STRATEGI2024,,5,4,0.339303,0.356396,0
størrelse,størrelse,STRATEGI2024,,5,4,0.339303,0.356396,0
samtidig,samtidig,STRATEGIMORGENMØDE,,2,4,0.419509,0.452449,2360.850908
opgave,opgave,STRATEGIMORGENMØDE,,5,4,0.406377,0.443295,5257.714774
løfte,løfte,STRATEGI2024,,5,4,0.362836,0.383856,119.210754
kraft,kraft,STRATEGI2024,,5,4,0.339303,0.356396,0
undersøge,undersøge,STRATEGIMORGENMØDE,,4,4,0.375268,0.40145,1095.322864
tilgængelig,tilgængelig,STRATEGI2024,,4,4,0.34549,0.364123,0
berige,berige,STRATEGI2024,,4,4,0.34549,0.364123,0
beskyttelse,beskyttelse,STRATEGI2024,{'beskyttet': {'attr3': 'STRATEGI2024'}},16,4,0.372081,0.394674,118.641064
selvstændige,selvstændige,STRATEGI2024,,8,4,0.332385,0.350333,0
reducere,reducere,STRATEGIMORGENMØDE,,8,4,0.354578,0.37601,179.241613
nemmere,nemmere,STRATEGI2024,,8,4,0.332385,0.350333,0
gøre,gøre,STRATEGIMORGENMØDE,,4,3,0.467957,0.514265,10449.422417
formidlingsløsninger,formidlingsløsninger,STRATEGI2024,,8,4,0.332385,0.350333,0
uhindret,uhindret,STRATEGI2024,,15,4,0.343627,0.360556,0
give,give,STRATEGIMORGENMØDE,,15,4,0.449071,0.484189,4239.02344
vanskelige,vanskelige,STRATEGI2024,,11,4,0.337344,0.353543,0
datastandarder,datastandarder,STRATEGI2024,,11,4,0.337344,0.353543,0
formater,formater,STRATEGI2024,,11,4,0.337344,0.353543,0
forældes,forældes,STRATEGI2024,,11,4,0.337344,0.353543,0
går,går,STRATEGIMORGENMØDE,,11,3,0.463931,0.50214,9120.687724
sikre,sikre,STRATEGI2024,,1,4,0.374066,0.396814,158.731548
relevant,relevant,STRATEGI2024,,1,4,0.339467,0.356871,0
prioriteret,prioriteret,STRATEGI2024,,1,4,0.349626,0.370542,148.897982
partnerskab,partnerskab,STRATEGIMORGENMØDE,,1,4,0.372674,0.395269,245.80482
understøtte,understøtte,STRATEGIMORGENMØDE,,1,3,0.44821,0.488588,6340.426581
driften,driften,STRATEGI2024,,9,4,0.336534,0.353067,0
egne,egne,STRATEGI2024,,9,4,0.336534,0.353067,0
henblik,henblik,STRATEGI2024,,9,4,0.336534,0.353067,0
hjemlånssamlingerne,hjemlånssamlingerne,STRATEGI2024,,9,4,0.336534,0.353067,0
opdatere,opdatere,STRATEGI2024,,16,4,0.35015,0.368165,0
håndtering,håndtering,STRATEGIMORGENMØDE,,4,4,0.367786,0.390514,175.962492
fremtidssikre,fremtidssikre,STRATEGI2024,,16,4,0.35015,0.368165,0
række,række,STRATEGI2024,,15,4,0.361154,0.379339,0
transformation,transformation,STRATEGI2024,,15,4,0.357106,0.375773,0
særlig,særlig,STRATEGIMORGENMØDE,,0,4,0.404035,0.434379,2173.272367
synergier,synergier,STRATEGI2024,,15,4,0.357106,0.375773,0
samlede,samlede,STRATEGI2024,,15,4,0.357106,0.375773,0
aktør,aktør,STRATEGI2024,,10,4,0.34549,0.361626,0
biblioteksaktører,biblioteksaktører,STRATEGI2024,,10,4,0.34549,0.361626,0
biblioteksudvikling,biblioteksudvikling,STRATEGI2024,,10,4,0.34549,0.361626,0
ambitioner,ambitioner,STRATEGI2024,,10,4,0.328337,0.345459,0
au,au,STRATEGI2024,,10,4,0.366249,0.391227,384.17158
behov,behov,STRATEGIMORGENMØDE,,10,4,0.40218,0.433666,1269.219981
uddannelse,uddannelse,STRATEGI2024,,1,4,0.36134,0.382192,89.12327
rolle,rolle,STRATEGIMORGENMØDE,,1,4,0.367786,0.388849,83.155756
open,open,STRATEGIMORGENMØDE,,0,4,0.398295,0.426771,642.08808
licensforhandlinger,licensforhandlinger,STRATEGI2024,,0,4,0.366057,0.384689,0
institutioner,institutioner,STRATEGI2024,,0,4,0.366057,0.384689,0
finansieret,finansieret,STRATEGI2024,,15,4,0.366057,0.38564,0
forhandle,forhandle,STRATEGIMORGENMØDE,,0,4,0.376882,0.399073,580.990012
undervisningspotentialer,undervisningspotentialer,STRATEGI2024,,10,4,0.340457,0.356633,0
brug,brug,STRATEGIMORGENMØDE,,10,3,0.421021,0.454113,2044.005803
datamining,datamining,STRATEGI2024,,10,4,0.340457,0.356633,0
forsker,forsker,STRATEGI2024,,0,4,0.369921,0.391583,97.848682
datamanagement,datamanagement,STRATEGI2024,,0,4,0.354398,0.370423,0
forskning,forskning,STRATEGI2024,,0,4,0.354398,0.370423,0
inden,inden,STRATEGIMORGENMØDE,,0,3,0.44005,0.473134,2328.44591
virksomheder,virksomheder,STRATEGIMORGENMØDE,,10,4,0.354219,0.378269,342.964447
ku,ku,STRATEGI2024,,10,4,0.332858,0.350927,0
afsøge,afsøge,STRATEGI2024,,10,4,0.332858,0.350927,0
entreprenørskabsindsatser,entreprenørskabsindsatser,STRATEGI2024,,10,4,0.332858,0.350927,0
erhvervslivet,erhvervslivet,STRATEGI2024,,10,4,0.332858,0.350927,0
tættere,tættere,STRATEGIMORGENMØDE,,0,4,0.371489,0.394199,254.738783
gennem,gennem,STRATEGI2024,,0,4,0.352616,0.368878,0
benytte,benytte,STRATEGI2024,,10,4,0.341951,0.35806,0
biblioteksservices,biblioteksservices,STRATEGI2024,,10,4,0.341951,0.35806,0
år,år,STRATEGIMORGENMØDE,,0,4,0.433519,0.473847,6597.338428
ungdomsuddannelse,ungdomsuddannelse,STRATEGIMORGENMØDE,,1,4,0.371096,0.395744,294.686434
ses,ses,STRATEGI2024,,1,4,0.351731,0.36864,0
tæt,tæt,STRATEGIMORGENMØDE,,4,4,0.384531,0.410366,1325.20863
udarbejde,udarbejde,STRATEGI2024,,7,4,0.321412,0.337137,0
ske,ske,STRATEGIMORGENMØDE,,7,4,0.358751,0.382192,667.203184
metadata,metadata,STRATEGIMORGENMØDE,,17,4,0.387936,0.414408,1561.867889
flere,flere,STRATEGIMORGENMØDE,,7,4,0.392717,0.418569,923.321659
bibliotekssystem,bibliotekssystem,STRATEGIMORGENMØDE,,7,4,0.344641,0.363053,343.94551
bedre,bedre,STRATEGI2024,,7,4,0.321412,0.337137,0
videregående,videregående,STRATEGI2024,,1,4,0.336211,0.352592,0
overgangen,overgangen,STRATEGI2024,,1,4,0.336211,0.352592,0
mellem,mellem,STRATEGI2024,,1,4,0.336211,0.352592,0
informationskompetencer,informationskompetencer,STRATEGI2024,,1,4,0.336211,0.352592,0
stille,stille,STRATEGIMORGENMØDE,,2,4,0.348756,0.370899,322.801093
rådighed,rådighed,STRATEGI2024,,14,4,0.313647,0.331075,0
rammen,rammen,STRATEGIMORGENMØDE,,3,4,0.410662,0.451498,5304.819561
mangfoldigt,mangfoldigt,STRATEGI2024,,14,4,0.313647,0.331075,0
levende,levende,STRATEGI2024,,14,4,0.313647,0.331075,0
faglig,faglig,STRATEGIMORGENMØDE,,9,4,0.369921,0.39301,177.318803
kulturoplevelser,kulturoplevelser,STRATEGIMORGENMØDE,,16,4,0.403802,0.433666,1103.067702
videreudvikle,videreudvikle,STRATEGI2024,,15,4,0.363589,0.386353,299.631439
biblioteksrum,biblioteksrum,STRATEGIMORGENMØDE,,10,4,0.392717,0.422373,418.828766
endnu,endnu,STRATEGIMORGENMØDE,,10,3,0.431119,0.459582,902.490415
forebygge,forebygge,STRATEGIMORGENMØDE,,10,4,0.382016,0.405611,172.647
tilbyde,tilbyde,STRATEGIMORGENMØDE,,16,4,0.360968,0.383024,139.549999
trivsel,trivsel,STRATEGIMORGENMØDE,,10,4,0.385377,0.408464,168.414404
læring,læring,STRATEGI2024,,10,4,0.37851,0.400856,93.941772
kulturformidling,kulturformidling,STRATEGI2024,,10,4,0.357471,0.375178,0
kultur,kultur,STRATEGI2024,,15,4,0.358568,0.378864,190.940405
undervisningslokale,undervisningslokale,STRATEGI2024,,14,4,0.317482,0.33262,0
tredje,tredje,STRATEGI2024,,14,4,0.317482,0.33262,0
studerende,studerende,STRATEGIMORGENMØDE,,14,4,0.390747,0.422373,3000.535552
sociale,sociale,STRATEGI2024,,14,4,0.317482,0.33262,0
ruc,ruc,STRATEGI2024,,14,4,0.317482,0.33262,0
såvel,såvel,STRATEGI2024,,14,4,0.338157,0.357109,0
studielivets,studielivets,STRATEGI2024,,14,4,0.338157,0.357109,0
læsepladser,læsepladser,STRATEGI2024,,14,4,0.338157,0.357109,0
grupperum,grupperum,STRATEGI2024,,14,4,0.373867,0.396101,173.309209
blandt,blandt,STRATEGIMORGENMØDE,,14,4,0.383689,0.408464,699.19945
dannelse,dannelse,STRATEGI2024,,14,4,0.352084,0.369472,0
høj,høj,STRATEGIMORGENMØDE,,12,4,0.378101,0.400618,537.72627
grad,grad,STRATEGI2024,,1,4,0.369336,0.387779,0
brugt,brugt,STRATEGIMORGENMØDE,,11,4,0.37851,0.401213,537.073212
vidensformidling,vidensformidling,STRATEGI2024,,15,4,0.321118,0.336186,0
udbrede,udbrede,STRATEGIMORGENMØDE,,15,4,0.385589,0.412625,1010.730769
tilbud,tilbud,STRATEGI2024,,15,4,0.321118,0.336186,0
mødested,mødested,STRATEGI2024,,15,4,0.321118,0.336186,0
tværgående,tværgående,STRATEGIMORGENMØDE,,9,4,0.373468,0.403352,562.589286
pejlemærke,pejlemærke,STRATEGIMORGENMØDE,,9,4,0.368172,0.396339,378.464455
langsigtede,langsigtede,STRATEGI2024,,9,4,0.34549,0.363528,0
binde,binde,STRATEGI2024,,9,4,0.34549,0.363528,0
udnytte,udnytte,STRATEGI2024,,2,4,0.374666,0.396457,118.607571
effektivt,effektivt,STRATEGI2024,,10,4,0.34841,0.366857,0
fremtid,fremtid,STRATEGIMORGENMØDE,,10,4,0.383899,0.412625,365.066872
organisation,organisation,STRATEGIMORGENMØDE,,10,4,0.36134,0.381122,146.620727
datadrevet,datadrevet,STRATEGIMORGENMØDE,,7,4,0.339467,0.356871,91.341013
attraktiv,attraktiv,STRATEGI2024,,15,5,0.295531,0.306942,0
arbejdsplads,arbejdsplads,STRATEGIMORGENMØDE,,15,4,0.357653,0.376605,211.203586
grønnere,grønnere,STRATEGIMORGENMØDE,,2,4,0.371883,0.396695,558.618916
kunstig,kunstig,STRATEGI2024,,15,4,0.34532,0.361032,0
digitalisere,digitalisere,STRATEGIMORGENMØDE,,10,3,0.390965,0.41845,710.404352
intelligens,intelligens,STRATEGIMORGENMØDE,,4,4,0.360968,0.382905,199.135636
metode,metode,STRATEGIMORGENMØDE,,4,4,0.370899,0.392297,6.879933
strømline,strømline,STRATEGI2024,,2,4,0.343291,0.359011,0
konsolidere,konsolidere,STRATEGI2024,,2,4,0.343291,0.359011,0
eksisterende,eksisterende,STRATEGIMORGENMØDE,,2,4,0.367979,0.389325,231.586532
geare,geare,STRATEGI2024,,10,4,0.344303,0.361507,0
derigennem,derigennem,STRATEGI2024,,10,4,0.344303,0.361507,0
ændrede,ændrede,STRATEGI2024,,16,4,0.339796,0.35592,0
medfører,medfører,STRATEGI2024,,16,4,0.339796,0.35592,0
desuden,desuden,STRATEGI2024,,16,4,0.339796,0.35592,0
globale,globale,STRATEGI2024,,16,4,0.339796,0.35592,0
evidensbaseret,evidensbaseret,STRATEGI2024,,7,4,0.317482,0.332026,0
sundt,sundt,STRATEGI2024,,15,4,0.328799,0.344151,0
medarbejderudvikling,medarbejderudvikling,STRATEGI2024,,15,4,0.328799,0.344151,0
inkluderende,inkluderende,STRATEGI2024,,15,4,0.328799,0.344151,0
tiltrække,tiltrække,STRATEGI2024,,12,4,0.341951,0.359368,0
realisere,realisere,STRATEGIMORGENMØDE,,9,4,0.369142,0.392416,166.513976
kvalificeret,kvalificeret,STRATEGI2024,,12,4,0.341951,0.359368,0
fastholde,fastholde,STRATEGIMORGENMØDE,,12,4,0.355117,0.376961,307.915957
arbejdsformer,arbejdsformer,STRATEGI2024,,10,4,0.335567,0.351403,0
arbejdspladsudvikling,arbejdspladsudvikling,STRATEGI2024,,10,4,0.335567,0.351403,0
arbejdstilrettelæggelse,arbejdstilrettelæggelse,STRATEGI2024,,10,4,0.335567,0.351403,0
bygningsmasse,bygningsmasse,STRATEGI2024,,10,4,0.335567,0.351403,0
gå,gå,STRATEGIMORGENMØDE,,17,4,0.358935,0.378864,152.91302
bæredygtighed,bæredygtighed,STRATEGI2024,,10,4,0.342285,0.357941,0
foran,foran,STRATEGI2024,,10,4,0.342285,0.357941,0
forpligte,forpligte,STRATEGI2024,,10,4,0.342285,0.357941,0
god,god,STRATEGIMORGENMØDE,,10,3,0.454899,0.49263,4785.898308
redskab,redskab,STRATEGI2024,,2,4,0.349278,0.365074,0
omstilling,omstilling,STRATEGI2024,,2,4,0.349278,0.365074,0
udfoldet,udfoldet,STRATEGI2024,,1,4,0.346173,0.364004,0
tænke,tænke,STRATEGIMORGENMØDE,,1,4,0.402874,0.437114,1988.255364
overordnede,overordnede,STRATEGIMORGENMØDE,,1,4,0.373071,0.395506,229.076705
område,område,STRATEGIMORGENMØDE,,1,4,0.364914,0.386947,304.748773
målsætninger,målsætninger,STRATEGI2024,,1,4,0.346173,0.364004,0
handleplan,handleplan,MORGENMØDE2024,,4,3,0.464854,0.508084,8264.995521
planer,planer,MORGENMØDE2024,,9,4,0.363967,0.385402,382.916661
indledes,indledes,MORGENMØDE2024,,9,4,0.347891,0.36436,0
lyder,lyder,MORGENMØDE2024,,4,4,0.325743,0.337494,0
lave,lave,MORGENMØDE2024,,1,3,0.427961,0.46719,4704.799481
hvem,hvem,MORGENMØDE2024,,11,4,0.370703,0.393485,126.582762
sige,sige,MORGENMØDE2024,,11,4,0.403569,0.436757,1266.591566
måles,måles,MORGENMØDE2024,,11,4,0.340788,0.358417,0
solid,solid,MORGENMØDE2024,,11,4,0.346858,0.369591,342.06459
rager,rager,MORGENMØDE2024,,11,4,0.308132,0.323823,0
funktionen,funktionen,MORGENMØDE2024,,11,4,0.308132,0.323823,0
fordi,fordi,MORGENMØDE2024,,11,4,0.347374,0.366976,247.249715
ret,ret,MORGENMØDE2024,,12,4,0.36644,0.392178,1464.308121
håber,håber,MORGENMØDE2024,,12,5,0.285423,0.298431,0
glade,glade,MORGENMØDE2024,,12,5,0.285423,0.298431,0
faktisk,faktisk,MORGENMØDE2024,,12,4,0.354398,0.375892,677.015367
mere,mere,MORGENMØDE2024,,10,3,0.443952,0.485972,6164.865747
indsatsområder,indsatsområder,MORGENMØDE2024,,9,4,0.338811,0.356515,0
høre,høre,MORGENMØDE2024,,9,4,0.338811,0.356515,0
først,først,MORGENMØDE2024,,4,4,0.342118,0.356039,0
snakke,snakke,MORGENMØDE2024,,3,4,0.391183,0.419282,761.094663
tak,tak,MORGENMØDE2024,,1,4,0.372278,0.394912,119.506723
sætte,sætte,MORGENMØDE2024,,3,4,0.361527,0.383975,107.051534
sammen,sammen,MORGENMØDE2024,,3,4,0.387721,0.419757,3732.809913
rammeaftale,rammeaftale,MORGENMØDE2024,,3,3,0.408033,0.437708,1983.096425
prøve,prøve,MORGENMØDE2024,,1,3,0.404734,0.436757,2474.3275
prøver,prøver,MORGENMØDE2024,,3,4,0.409942,0.444484,2360.440125
styringsstruktur,styringsstruktur,MORGENMØDE2024,,3,4,0.349104,0.369829,270.921206
regering,regering,MORGENMØDE2024,,3,4,0.358018,0.3835,572.150706
ordførerne,ordførerne,MORGENMØDE2024,,3,4,0.334926,0.351759,0
lige,lige,MORGENMØDE2024,,3,4,0.435674,0.471945,3430.647784
konger,konger,MORGENMØDE2024,,3,4,0.334926,0.351759,0
sætter,sætter,MORGENMØDE2024,,3,4,0.313927,0.330361,0
ressortministerierne,ressortministerierne,MORGENMØDE2024,,3,4,0.313927,0.330361,0
ministerier,ministerier,MORGENMØDE2024,,3,4,0.366824,0.390514,764.184764
kulturministeriet,kulturministeriet,MORGENMØDE2024,,3,4,0.385589,0.410247,1454.189372
folketing,folketing,MORGENMØDE2024,,3,4,0.313927,0.330361,0
primært,primært,MORGENMØDE2024,,3,4,0.353862,0.375654,344.696881
inde,inde,MORGENMØDE2024,,3,4,0.316193,0.330837,0
hører,hører,MORGENMØDE2024,,3,4,0.316193,0.330837,0
ben,ben,MORGENMØDE2024,,3,4,0.316193,0.330837,0
arme,arme,MORGENMØDE2024,,3,4,0.316193,0.330837,0
andre,andre,MORGENMØDE2024,,3,3,0.423054,0.45554,3110.249196
synes,synes,MORGENMØDE2024,,3,4,0.343459,0.359962,0
strækker,strækker,MORGENMØDE2024,,3,4,0.343459,0.359962,0
næste,næste,MORGENMØDE2024,,3,4,0.365676,0.387423,87.544731
tilbage,tilbage,MORGENMØDE2024,,7,4,0.377084,0.400856,653.644875
nedslag,nedslag,MORGENMØDE2024,,0,4,0.390965,0.419163,747.590116
hjem,hjem,MORGENMØDE2024,,0,4,0.346858,0.363766,0
ruller,ruller,MORGENMØDE2024,,1,4,0.330193,0.346885,0
præsenterer,præsenterer,MORGENMØDE2024,,1,4,0.352261,0.372206,80.030108
medarbejdere,medarbejdere,MORGENMØDE2024,,1,4,0.330193,0.346885,0
liv,liv,MORGENMØDE2024,,1,4,0.330193,0.346885,0
konkretiseret,konkretiseret,MORGENMØDE2024,,1,4,0.330193,0.346885,0
sidst,sidst,MORGENMØDE2024,,0,4,0.379124,0.403115,807.220489
komme,komme,MORGENMØDE2024,,15,4,0.344811,0.364004,55.564397
gavn,gavn,MORGENMØDE2024,,15,4,0.342452,0.361864,38.08619
borgere,borgere,MORGENMØDE2024,,7,4,0.337019,0.354969,268.991399
spil,spil,MORGENMØDE2024,,3,4,0.372278,0.395269,492.356313
ovenfra,ovenfra,MORGENMØDE2024,,3,4,0.311833,0.327271,0
nævnte,nævnte,MORGENMØDE2024,,9,4,0.344811,0.367095,339.889861
nede,nede,MORGENMØDE2024,,3,4,0.311833,0.327271,0
længere,længere,MORGENMØDE2024,,3,4,0.311833,0.327271,0
okay,okay,MORGENMØDE2024,,10,4,0.360782,0.382905,207.797551
én,én,MORGENMØDE2024,,13,4,0.389444,0.415953,5033.498803
inddrager,inddrager,MORGENMØDE2024,,6,4,0.363778,0.380766,0
mening,mening,MORGENMØDE2024,,17,4,0.375871,0.396814,326.770214
herover,herover,MORGENMØDE2024,,1,4,0.359487,0.376843,0
eget,eget,MORGENMØDE2024,,1,4,0.359487,0.376843,0
simpelthen,simpelthen,MORGENMØDE2024,,3,4,0.36134,0.383381,258.797805
mener,mener,MORGENMØDE2024,,1,4,0.34703,0.363885,0
konkrete,konkrete,MORGENMØDE2024,,1,4,0.34703,0.363885,0
kb,kb,MORGENMØDE2024,,17,4,0.415038,0.449358,4396.540418
kun,kun,MORGENMØDE2024,,0,4,0.331599,0.350095,0
slags,slags,MORGENMØDE2024,,0,4,0.331599,0.350095,0
masser,masser,MORGENMØDE2024,,0,4,0.331599,0.350095,0
tingene,tingene,MORGENMØDE2024,,1,4,0.335889,0.351759,0
alting,alting,MORGENMØDE2024,,1,4,0.335889,0.351759,0
bestemt,bestemt,MORGENMØDE2024,,1,4,0.366824,0.389325,174.857056
betyder,betyder,MORGENMØDE2024,,1,4,0.335889,0.351759,0
egentlig,egentlig,MORGENMØDE2024,,1,4,0.358384,0.380409,124.349057
enhed,enhed,MORGENMØDE2024,,1,4,0.352084,0.370067,0
ude,ude,MORGENMØDE2024,,6,4,0.373071,0.397171,170.19849
øvrigt,øvrigt,MORGENMØDE2024,,9,4,0.363024,0.386709,229.184039
enkelte,enkelte,MORGENMØDE2024,,1,4,0.352084,0.370067,0
ånd,ånd,MORGENMØDE2024,,12,4,0.376275,0.400143,80.809147
detaljer,detaljer,MORGENMØDE2024,,12,4,0.363024,0.381479,0
eksempel,eksempel,MORGENMØDE2024,,12,4,0.400114,0.430338,2043.732058
gennemgå,gennemgå,MORGENMØDE2024,,12,4,0.363024,0.381479,0
årsplaner,årsplaner,MORGENMØDE2024,,17,4,0.331599,0.345934,0
planen,planen,MORGENMØDE2024,,17,4,0.331599,0.345934,0
derhen,derhen,MORGENMØDE2024,,17,4,0.34498,0.363766,273.707464
ligesom,ligesom,MORGENMØDE2024,,15,4,0.339961,0.35699,0
defineret,defineret,MORGENMØDE2024,,15,4,0.339961,0.35699,0
sagt,sagt,MORGENMØDE2024,,7,4,0.299061,0.31253,0
nævne,nævne,MORGENMØDE2024,,7,4,0.299061,0.31253,0
klart,klart,MORGENMØDE2024,,7,4,0.299061,0.31253,0
gang,gang,MORGENMØDE2024,,3,4,0.369531,0.392772,374.870245
segmentere,segmentere,MORGENMØDE2024,,3,4,0.319945,0.337375,0
maler,maler,MORGENMØDE2024,,3,4,0.319945,0.337375,0
ligger,ligger,MORGENMØDE2024,,4,4,0.359119,0.379339,391.720877
imellem,imellem,MORGENMØDE2024,,3,4,0.319945,0.337375,0
præsentationen,præsentationen,MORGENMØDE2024,,1,4,0.347718,0.365311,0
pointen,pointen,MORGENMØDE2024,,1,4,0.347718,0.365311,0
opbygget,opbygget,MORGENMØDE2024,,1,4,0.370507,0.394793,275.956953
svend,svend,MORGENMØDE2024,,9,5,0.322447,0.340228,0
sammensat,sammensat,MORGENMØDE2024,,9,5,0.322447,0.340228,0
starte,starte,MORGENMØDE2024,,1,4,0.343459,0.359011,0
line,line,MORGENMØDE2024,,7,4,0.364156,0.383975,269.838281
masse,masse,MORGENMØDE2024,,1,4,0.386865,0.410366,203.751093
forskellige,forskellige,MORGENMØDE2024,,14,4,0.413569,0.448526,3979.13193
få,få,MORGENMØDE2024,,4,3,0.432449,0.467427,2238.456461
håndtere,håndtere,MORGENMØDE2024,,4,4,0.373071,0.395269,81.306576
brede,brede,MORGENMØDE2024,,4,4,0.364535,0.383381,0
nutidens,nutidens,MORGENMØDE2024,,15,4,0.338647,0.355682,0
initiativ,initiativ,MORGENMØDE2024,,4,4,0.401259,0.429387,401.890671
ser,ser,MORGENMØDE2024,,4,4,0.381808,0.40894,397.636896
forbedring,forbedring,MORGENMØDE2024,,4,4,0.330973,0.347599,0
gør,gør,MORGENMØDE2024,,4,4,0.385589,0.412149,349.297581
dr,dr,MORGENMØDE2024,,5,5,0.299701,0.316025,0
arkiv,arkiv,MORGENMØDE2024,,5,5,0.299701,0.316025,0
gav,gav,MORGENMØDE2024,,5,5,0.299701,0.316025,0
pc,pc,MORGENMØDE2024,,5,5,0.299701,0.316025,0
kæmpestor,kæmpestor,MORGENMØDE2024,,5,5,0.299701,0.316025,0
derhjemme,derhjemme,MORGENMØDE2024,,5,5,0.299701,0.316025,0
blokke,blokke,MORGENMØDE2024,,8,4,0.354578,0.373871,0
brugervenligt,brugervenligt,MORGENMØDE2024,,8,4,0.354578,0.373871,0
forhandling,forhandling,MORGENMØDE2024,,0,4,0.359672,0.378745,0
kommende,kommende,MORGENMØDE2024,,0,4,0.394707,0.420827,526.28407
slå,slå,MORGENMØDE2024,,4,4,0.359119,0.377913,0
forskningsbibliotekernes,forskningsbibliotekernes,MORGENMØDE2024,,4,4,0.372278,0.394912,145.362361
årene,årene,MORGENMØDE2024,,14,4,0.340291,0.357703,0
rigtig,rigtig,MORGENMØDE2024,,14,4,0.378305,0.401926,321.999684
